source,currency_pair,rate,rate_type,iso_datetime,date,timestamp
ardshinbank,USD/RUB,85.36036036036035,value,2026-04-01T06:31:18.336000+03:00,2026-04-01,1775014278
ardshinbank,CNY/RUB,12.545045045045045,value,2026-04-01T06:31:18.336000+03:00,2026-04-01,1775014278
tinkoff,USD/RUB,86.9,value,2026-04-01T06:31:19.214000+03:00,2026-04-01,1775014279
tinkoff,CNY/RUB,12.581,value,2026-04-01T06:31:19.214000+03:00,2026-04-01,1775014279
cbr,USD/RUB,81.2504,value,2026-04-01T11:30:00+03:00,2026-04-01,1775032200
cbr,CNY/RUB,11.7804,value,2026-04-01T11:30:00+03:00,2026-04-01,1775032200
forex,USD/RUB,81.39,value,2026-04-01T03:00:01+03:00,2026-04-01,1775001601
forex,CNY/RUB,11.75,value,2026-04-01T03:00:01+03:00,2026-04-01,1775001601
rbc_cash,USD/RUB,81.3,min,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
rbc_cash,USD/RUB,81.3,p05,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
rbc_cash,USD/RUB,81.7,median,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
rbc_cash,CNY/RUB,12.55,min,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
rbc_cash,CNY/RUB,12.55,p05,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
rbc_cash,CNY/RUB,12.55,median,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
bestchange,USDT_TRC20/RUB,81.7536934,min,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
bestchange,USDT_TRC20/RUB,81.75369999,p05,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
bestchange,USDT_TRC20/RUB,85.82861525,median,2026-04-01T06:31:22+03:00,2026-04-01,1775014282
